neighbourhood_cleansed,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,room_type,bedrooms,beds,accommodates,number_of_reviews,reviews_per_month,bathrooms_number,amenities
neighbourhood_emporiko_trigono_plaka,1.0,1.0,0,2.0,1,37.97848,23.72983,Entire home/apt,1.0,2.0,4.0,14.0,1.26,1.0,[]
