id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,bedrooms,beds,accommodates,number_of_reviews,reviews_per_month,bathrooms_number,Entire home/apt,Hotel room,Private room,Shared room,Air_conditioning,Bed_linens,Coffee_maker,Cooking_basics,Dedicated_workspace,Dishes_and_silverware,Elevator,Essentials,Fire_extinguisher,First_aid_kit,Free_street_parking,Hair_dryer,Hangers,Heating,Hot_water,Iron,Kitchen,Long_term_stays_allowed,Oven,Refrigerator,Shampoo,Stove,TV,Washer,Wifi,neighbourhood_1o_nekrotapheio,neighbourhood_agios_eleutherios,neighbourhood_agios_konstantinos_plateia_bathes,neighbourhood_agios_nikolaos,neighbourhood_akademia_platonos,neighbourhood_akropole,neighbourhood_ampelokepoi,neighbourhood_ano_kupsele,neighbourhood_ano_patesia,neighbourhood_botanikos,neighbourhood_ellenoroson,neighbourhood_emporiko_trigono_plaka,neighbourhood_gkazi,neighbourhood_gkuze,neighbourhood_gouba,neighbourhood_goudi,neighbourhood_ilisia,neighbourhood_kerameikos,neighbourhood_kolokunthou,neighbourhood_kolonaki,neighbourhood_kolonos,neighbourhood_koukaki_makrugianne,neighbourhood_kupsele,neighbourhood_lukabettos,neighbourhood_mouseio_eksarkheia_neapole,neighbourhood_nea_kupsele,neighbourhood_neos_kosmos,neighbourhood_nirbana,neighbourhood_pagkrati,neighbourhood_patesia,neighbourhood_pedio_areos,neighbourhood_pentagono,neighbourhood_petralona,neighbourhood_plateia_amerikes,neighbourhood_plateia_attikes,neighbourhood_polugono,neighbourhood_prompona,neighbourhood_regilles,neighbourhood_rizoupole,neighbourhood_sepolia,neighbourhood_stadio,neighbourhood_stathmos_larises,neighbourhood_theseio,neighbourhood_zappeio
34144883,0.268196797355047,0.3533557639401725,1,0.13429541026677538,1,0.6378801986404902,0.8056289459249775,-0.6170482799558776,-0.011679441706261392,-0.40580557885706176,-0.6067237801399025,-0.6758766496705436,1.0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33481275,-0.06719594495164577,0.3533557639401725,1,-0.10300091864078623,1,-0.09402638111332895,-0.16227581596541388,-0.6170482799558776,-0.7419394837442267,-0.9956004915420144,0.20501473388431177,0.06098658391120425,1.0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7209432,0.268196797355047,0.3533557639401725,0,-0.34029724754834784,1,0.19828768700056276,-1.044800685422053,0.9573659215803475,-0.7419394837442267,-0.40580557885706176,-0.3548049309599739,-0.8330018980078281,1.5,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23736988,-0.8497790103339277,0.3533557639401725,0,0.11452071619114525,1,1.4819277252406116,1.1495423444202908,-0.6170482799558776,-0.7419394837442267,0.18398933382789082,-0.5787327968976882,-0.9359460262288076,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32512782,0.268196797355047,0.3533557639401725,1,-0.16232500086767662,1,0.998974047487156,-1.157310637133963,-0.6170482799558776,-0.7419394837442267,0.18398933382789082,-0.29882296447554535,-0.5620962974263032,1.5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30441615,0.268196797355047,0.3533557639401725,0,-0.24142377717019717,1,-1.3320624343022012,-0.0258275766552794,-0.6170482799558776,-0.7419394837442267,-0.9956004915420144,-0.5927282885187953,-0.9413641382404381,1.0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35870495,-0.23489231610499153,0.3533557639401725,1,-0.3205225534727177,1,-0.36765029141932654,-0.26521045263809084,-0.6170482799558776,-0.7419394837442267,0.18398933382789082,0.24700120874763318,0.2993835124229463,1.0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35797948,0.268196797355047,0.3533557639401725,0,-0.34029724754834784,1,1.5080939461718759,-0.14950872924653094,-0.6170482799558776,-0.7419394837442267,0.18398933382789082,-0.46676886392883105,-0.7571483298450012,1.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19653548,-1.5764632853317613,0.3533557639401725,0,-0.3205225534727177,0,-0.6068843113592026,1.2955658987696583,0.9573659215803475,0.7185806003317039,-0.9956004915420144,-0.6207192717610096,-0.29119069684477816,1.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51488200,0.268196797355047,0.3533557639401725,1,1.0439313377457615,1,1.4565091106224282,-0.839729354996895,0.9573659215803475,-0.011679441706261392,0.18398933382789082,-0.6207192717610096,-0.29119069684477816,1.0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12948824,0.268196797355047,0.3533557639401725,1,-0.3205225534727177,1,-0.3818548113535173,-0.44953526714495773,-0.6170482799558776,-0.7419394837442267,-0.9956004915420144,4.263707304005383,1.9952525720632928,1.0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31913301,0.268196797355047,0.3533557639401725,0,-0.1425503067920465,1,-0.8431279060499433,-0.11200541200922759,0.9573659215803475,-0.011679441706261392,0.18398933382789082,-0.6207192717610096,-0.29119069684477816,1.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31556189,0.268196797355047,0.3533557639401725,0,-0.24142377717019717,1,0.25959140461049796,-1.1309785207760013,-0.6170482799558776,-0.7419394837442267,-0.9956004915420144,-0.6207192717610096,-0.29119069684477816,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27426816,0.268196797355047,0.2492296962076356,1,-0.16232500086767662,1,0.1526837019499173,-0.8333458116373118,0.9573659215803475,1.4488406423696694,1.363579159197796,1.4646089797839545,1.198790106353609,1.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27150439,0.268196797355047,0.3533557639401725,1,-0.3205225534727177,0,-1.248330527323218,-0.739986490003868,0.9573659215803475,-0.011679441706261392,0.18398933382789082,-0.34080943933886676,-0.6054411935193471,1.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35990681,0.268196797355047,0.3533557639401725,0,-0.2611984712458273,1,-1.2438448894495147,-0.021837862055433584,-0.6170482799558776,-0.7419394837442267,0.18398933382789082,-0.3967914058232953,-0.6271136415658691,1.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35026809,0.268196797355047,0.3533557639401725,0,0.5495639858550082,1,-1.678204156902658,-0.5061892144607272,-0.6170482799558776,-0.7419394837442267,-0.9956004915420144,1.5905684043739188,2.1632140444238384,1.0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6576594,0.268196797355047,0.3533557639401725,0,-0.3007478593970876,0,-0.28317077812832503,1.270031725331609,0.9573659215803475,0.7185806003317039,-0.40580557885706176,-0.5787327968976882,-0.9413641382404381,1.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322698,0.268196797355047,-0.27140064245504836,1,-0.3205225534727177,0,0.03755232985341699,-0.6234868236923955,-0.6170482799558776,-0.7419394837442267,-0.40580557885706176,0.6808614490019546,-0.19366468063542921,1.0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33881866,0.268196797355047,0.3533557639401725,1,0.3913664332499671,1,-0.21887663526925427,-0.4383640662656162,-0.6170482799558776,-0.7419394837442267,-0.40580557885706176,1.0027577562874188,1.3450791306676328,1.0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28770026,0.268196797355047,0.3533557639401725,0,-0.2018743890189369,1,0.00391004579984502,0.24946273072501046,0.9573659215803475,0.7185806003317039,0.18398933382789082,-0.5507418136554739,-0.898019242147394,1.0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160736,0.268196797355047,0.3533557639401725,0,-0.3205225534727177,0,1.7428423282375174,-0.40564840654807116,0.9573659215803475,1.4488406423696694,0.18398933382789082,-0.6207192717610096,-0.29119069684477816,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32522608,0.268196797355047,0.3533557639401725,0,-0.3205225534727177,1,1.6598580275710837,0.294945477161722,2.5317801231165724,0.7185806003317039,2.5431689845677012,-0.46676886392883105,-0.7842388899031536,2.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29756027,0.268196797355047,-4.852947622686668,0,-0.3007478593970876,1,1.6262157435169806,-0.7623288917622675,0.9573659215803475,0.7185806003317039,-1.585395404226967,-0.03290862367450965,-0.3345355929378222,1.0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14034839,0.268196797355047,0.3533557639401725,1,-0.28097316532145744,1,0.48387329830416503,2.394333299530797,-0.6170482799558776,-0.7419394837442267,-0.9956004915420144,0.16302825902099033,-0.48624272926347617,1.0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
