price
72.0
40.0
35.0
103.0
13.0
50.0
30.0
18.0
30.0
37.0
78.0
42.0
30.0
64.0
33.0
30.0
120.0
42.0
120.0
28.0
60.0
57.0
100.0
30.0
38.0
69.0
68.0
21.0
50.0
50.0
91.0
99.0
104.0
49.0
65.0
40.0
35.0
50.0
70.0
94.0
32.0
48.0
55.0
106.0
55.0
34.0
128.0
50.0
27.0
63.0
49.0
40.0
42.0
80.0
29.0
35.0
40.0
25.0
31.0
35.0
26.0
38.0
35.0
38.0
73.0
56.0
59.0
19.0
30.0
79.0
29.0
31.0
45.0
34.0
35.0
73.0
116.0
28.0
59.0
30.0
45.0
55.0
100.0
50.0
43.0
102.0
44.0
120.0
50.0
50.0
56.0
120.0
47.0
85.0
41.0
60.0
94.0
78.0
109.0
56.0
33.0
49.0
51.0
70.0
81.0
107.0
31.0
50.0
41.0
49.0
10.0
93.0
60.0
47.0
51.0
31.0
100.0
25.0
52.0
40.0
53.0
53.0
68.0
70.0
25.0
23.0
30.0
56.0
34.0
25.0
34.0
79.0
26.0
50.0
50.0
77.0
40.0
40.0
30.0
55.0
32.0
42.0
40.0
40.0
65.0
48.0
63.0
60.0
30.0
58.0
115.0
39.0
90.0
80.0
32.0
42.0
58.0
37.0
60.0
28.0
47.0
56.0
109.0
110.0
60.0
32.0
90.0
48.0
70.0
107.0
51.0
29.0
94.0
30.0
43.0
90.0
90.0
35.0
60.0
55.0
59.0
30.0
38.0
36.0
55.0
57.0
56.0
70.0
55.0
114.0
47.0
50.0
127.0
80.0
43.0
60.0
22.0
71.0
55.0
88.0
77.0
51.0
80.0
37.0
52.0
79.0
13.0
45.0
50.0
39.0
61.0
43.0
31.0
36.0
117.0
45.0
35.0
118.0
50.0
75.0
28.0
27.0
46.0
142.0
30.0
105.0
52.0
100.0
71.0
55.0
140.0
44.0
104.0
33.0
69.0
73.0
33.0
37.0
98.0
59.0
60.0
82.0
40.0
55.0
17.0
46.0
80.0
40.0
83.0
39.0
60.0
50.0
34.0
29.0
30.0
71.0
100.0
47.0
76.0
92.0
69.0
42.0
40.0
43.0
29.0
24.0
28.0
140.0
20.0
95.0
80.0
44.0
29.0
74.0
59.0
30.0
99.0
80.0
35.0
40.0
118.0
100.0
34.0
40.0
97.0
18.0
50.0
37.0
118.0
35.0
45.0
39.0
131.0
70.0
75.0
35.0
91.0
35.0
55.0
32.0
58.0
10.0
40.0
131.0
46.0
40.0
40.0
50.0
60.0
30.0
70.0
100.0
12.0
47.0
59.0
35.0
45.0
100.0
74.0
45.0
59.0
29.0
38.0
31.0
30.0
32.0
49.0
45.0
41.0
40.0
25.0
75.0
109.0
41.0
50.0
40.0
30.0
47.0
29.0
49.0
35.0
51.0
49.0
38.0
100.0
58.0
53.0
32.0
33.0
50.0
50.0
35.0
70.0
30.0
78.0
128.0
40.0
75.0
45.0
133.0
66.0
55.0
40.0
70.0
98.0
33.0
40.0
35.0
28.0
65.0
50.0
47.0
22.0
60.0
48.0
80.0
67.0
28.0
69.0
24.0
40.0
29.0
124.0
113.0
49.0
67.0
100.0
50.0
56.0
28.0
61.0
45.0
60.0
55.0
68.0
29.0
30.0
40.0
49.0
127.0
30.0
42.0
112.0
30.0
44.0
36.0
30.0
120.0
40.0
40.0
25.0
97.0
145.0
58.0
65.0
55.0
47.0
75.0
109.0
50.0
128.0
30.0
47.0
30.0
34.0
65.0
50.0
46.0
55.0
67.0
121.0
27.0
48.0
45.0
75.0
100.0
60.0
65.0
18.0
52.0
67.0
90.0
95.0
30.0
38.0
76.0
56.0
72.0
99.0
120.0
99.0
134.0
69.0
46.0
43.0
10.0
50.0
85.0
35.0
70.0
40.0
44.0
121.0
29.0
69.0
75.0
55.0
69.0
122.0
91.0
40.0
99.0
25.0
72.0
69.0
59.0
25.0
10.0
25.0
103.0
40.0
100.0
26.0
51.0
40.0
45.0
30.0
44.0
45.0
100.0
25.0
95.0
96.0
35.0
20.0
37.0
79.0
25.0
32.0
62.0
35.0
30.0
23.0
35.0
30.0
42.0
45.0
94.0
70.0
115.0
29.0
24.0
71.0
118.0
35.0
22.0
120.0
107.0
105.0
95.0
35.0
50.0
49.0
50.0
64.0
35.0
35.0
57.0
50.0
32.0
45.0
28.0
98.0
51.0
54.0
120.0
50.0
69.0
41.0
52.0
41.0
102.0
80.0
37.0
41.0
16.0
45.0
45.0
28.0
75.0
33.0
50.0
64.0
44.0
70.0
78.0
65.0
26.0
129.0
107.0
40.0
62.0
35.0
44.0
45.0
45.0
80.0
76.0
50.0
144.0
50.0
44.0
76.0
34.0
27.0
27.0
65.0
31.0
20.0
45.0
43.0
73.0
73.0
39.0
38.0
48.0
38.0
48.0
53.0
60.0
35.0
58.0
118.0
21.0
12.0
100.0
60.0
65.0
78.0
33.0
27.0
108.0
70.0
40.0
82.0
65.0
80.0
115.0
59.0
35.0
60.0
47.0
30.0
26.0
61.0
41.0
68.0
27.0
119.0
30.0
30.0
24.0
36.0
111.0
30.0
69.0
50.0
44.0
28.0
39.0
58.0
20.0
75.0
90.0
140.0
46.0
64.0
74.0
71.0
20.0
13.0
50.0
22.0
135.0
35.0
53.0
62.0
76.0
43.0
59.0
32.0
36.0
55.0
35.0
29.0
60.0
23.0
36.0
46.0
50.0
51.0
72.0
42.0
109.0
47.0
57.0
70.0
41.0
98.0
87.0
76.0
24.0
110.0
30.0
50.0
52.0
60.0
52.0
70.0
40.0
75.0
27.0
23.0
107.0
120.0
80.0
53.0
48.0
76.0
52.0
25.0
20.0
30.0
94.0
71.0
43.0
75.0
40.0
50.0
50.0
33.0
52.0
70.0
39.0
58.0
110.0
32.0
31.0
25.0
72.0
49.0
60.0
71.0
103.0
144.0
43.0
56.0
90.0
60.0
59.0
46.0
89.0
25.0
34.0
31.0
67.0
64.0
60.0
35.0
60.0
40.0
119.0
35.0
57.0
114.0
30.0
38.0
41.0
76.0
32.0
40.0
96.0
75.0
50.0
80.0
63.0
46.0
34.0
45.0
80.0
50.0
45.0
27.0
38.0
50.0
74.0
26.0
75.0
46.0
50.0
40.0
42.0
31.0
25.0
91.0
30.0
137.0
54.0
100.0
39.0
32.0
55.0
89.0
46.0
35.0
50.0
82.0
35.0
81.0
75.0
45.0
83.0
39.0
55.0
40.0
32.0
30.0
32.0
94.0
60.0
52.0
42.0
28.0
103.0
35.0
31.0
140.0
33.0
111.0
69.0
49.0
44.0
34.0
75.0
110.0
18.0
35.0
91.0
38.0
57.0
30.0
95.0
14.0
39.0
90.0
30.0
50.0
36.0
79.0
33.0
32.0
28.0
40.0
70.0
40.0
53.0
94.0
83.0
16.0
76.0
59.0
24.0
65.0
25.0
25.0
49.0
30.0
80.0
43.0
80.0
143.0
35.0
51.0
120.0
100.0
85.0
65.0
39.0
39.0
43.0
28.0
12.0
70.0
30.0
48.0
56.0
66.0
35.0
45.0
40.0
55.0
54.0
55.0
35.0
31.0
28.0
25.0
48.0
30.0
46.0
23.0
55.0
42.0
49.0
70.0
64.0
40.0
65.0
52.0
59.0
81.0
40.0
18.0
65.0
50.0
38.0
55.0
30.0
93.0
120.0
65.0
49.0
30.0
47.0
81.0
23.0
70.0
19.0
35.0
39.0
80.0
29.0
108.0
32.0
114.0
39.0
47.0
28.0
107.0
75.0
31.0
75.0
55.0
38.0
37.0
30.0
26.0
49.0
60.0
50.0
103.0
34.0
36.0
38.0
53.0
92.0
23.0
78.0
80.0
62.0
44.0
45.0
65.0
60.0
100.0
51.0
31.0
61.0
117.0
129.0
104.0
100.0
24.0
39.0
80.0
58.0
70.0
69.0
89.0
72.0
58.0
24.0
32.0
40.0
117.0
79.0
13.0
56.0
49.0
35.0
100.0
44.0
45.0
95.0
127.0
30.0
10.0
45.0
28.0
82.0
19.0
60.0
26.0
99.0
35.0
50.0
42.0
35.0
12.0
30.0
50.0
40.0
43.0
55.0
55.0
32.0
35.0
70.0
80.0
27.0
50.0
100.0
25.0
50.0
45.0
100.0
50.0
50.0
133.0
54.0
99.0
34.0
60.0
55.0
34.0
36.0
47.0
49.0
86.0
35.0
48.0
63.0
17.0
55.0
41.0
37.0
19.0
114.0
68.0
35.0
93.0
49.0
39.0
36.0
45.0
61.0
60.0
55.0
34.0
91.0
100.0
25.0
135.0
34.0
47.0
38.0
16.0
90.0
45.0
40.0
63.0
29.0
110.0
30.0
20.0
60.0
30.0
92.0
58.0
31.0
26.0
42.0
25.0
39.0
61.0
55.0
29.0
50.0
40.0
30.0
59.0
54.0
39.0
38.0
60.0
53.0
35.0
66.0
47.0
34.0
37.0
26.0
20.0
10.0
38.0
38.0
24.0
38.0
45.0
86.0
63.0
12.0
100.0
60.0
110.0
64.0
55.0
40.0
40.0
25.0
140.0
45.0
18.0
35.0
36.0
48.0
